"recorte","unidade","termo_a","termo_b","coocorrencias","associacao_ochiai"
"reg_sudeste","article","desenvolvimento","direito",22,0.449
"reg_sudeste","article","direito","seja",11,0.449
"reg_sudeste","article","atividades","ciencia",19,0.448
"reg_sudeste","article","financiamento","produtos",14,0.446
"reg_sudeste","article","recursos","apoio",17,0.445
"reg_sudeste","article","tecnologia","transferencia",24,0.44
"reg_sudeste","article","atividades","produtos",14,0.432
"reg_sudeste","article","tecnologia","projeto",31,0.431
"reg_sudeste","article","tecnologica","ciencia",20,0.43
"reg_sudeste","article","empresas","projeto",20,0.43
"reg_sudeste","article","projeto","fomento",14,0.426
"reg_sudeste","article","projeto","processo",14,0.426
"reg_sudeste","article","recursos","projeto",20,0.426
"reg_sudeste","article","empresas","entidades",14,0.421
"reg_sudeste","article","desenvolvimento","processo",18,0.42
"reg_sudeste","article","inovacao","apoio",22,0.417
"reg_sudeste","article","transferencia","intelectual",11,0.415
"reg_sudeste","article","inovacao","recursos",27,0.415
"reg_sudeste","article","tecnologica","projeto",22,0.414
"reg_sudeste","article","projeto","ciencia",17,0.413
"reg_sudeste","article","atividades","recursos",20,0.413
"reg_sudeste","article","tecnologico","processo",10,0.409
"reg_sudeste","article","tecnologica","instituicao",16,0.405
"reg_sudeste","article","empresas","direito",15,0.404
"reg_sudeste","article","seja","empresa",8,0.4
"reg_sul","article","inovacao","tecnologia",97,0.815
"reg_sul","article","tecnologia","tecnologica",67,0.757
"reg_sul","article","inovacao","desenvolvimento",83,0.736
"reg_sul","article","tecnologia","desenvolvimento",80,0.722
"reg_sul","article","tecnologia","ciencia",51,0.66
"reg_sul","article","inovacao","tecnologica",59,0.655
"reg_sul","article","tecnologica","ciencia",36,0.616
"reg_sul","article","direito","transferencia",19,0.604
"reg_sul","article","servicos","processos",22,0.603
"reg_sul","article","desenvolvimento","ciencia",44,0.601
"reg_sul","article","fomento","icts",20,0.597
"reg_sul","article","inovacao","empresas",49,0.59
"reg_sul","article","inovacao","ciencia",46,0.586
"reg_sul","article","desenvolvimento","tecnologica",49,0.584
"reg_sul","article","atividades","apoio",25,0.58
"reg_sul","article","desenvolvimento","projeto",42,0.58
"reg_sul","article","desenvolvimento","tecnologico",36,0.578
"reg_sul","article","desenvolvimento","atividades",43,0.576
"reg_sul","article","ciencia","tecnologico",25,0.576
"reg_sul","article","inovacao","projeto",44,0.566
"reg_sul","article","tecnologia","tecnologico",37,0.562
"reg_sul","article","recursos","apoio",21,0.554
"reg_sul","article","tecnologica","empresas",34,0.55
"reg_sul","article","projeto","instrumentos",20,0.544
"reg_sul","article","atividades","projeto",28,0.544
"reg_sul","article","recursos","entidades",20,0.544
"reg_sul","article","tecnologia","empresas",44,0.539
"reg_sul","article","empresas","atividades",29,0.528
"reg_sul","article","projeto","apoio",22,0.526
"reg_sul","article","empresas","projeto",28,0.524
"reg_sul","article","atividades","servicos",25,0.524
"reg_sul","article","empresas","processos",22,0.523
"reg_sul","article","atividades","processos",21,0.518
"reg_sul","article","inovacao","atividades",41,0.512
"reg_sul","article","tecnologia","atividades",40,0.508
"reg_sul","article","inovacao","apoio",33,0.507
"reg_sul","article","tecnologia","transferencia",30,0.506
"reg_sul","article","financiamento","instrumentos",16,0.506
"reg_sul","article","desenvolvimento","servicos",34,0.506
"reg_sul","article","desenvolvimento","empresas",39,0.504
"reg_sul","article","icts","instrumentos",15,0.503
"reg_sul","article","apoio","icts",17,0.5
"reg_sul","article","empresas","fomento",22,0.5
"reg_sul","article","empresas","recursos",24,0.496
"reg_sul","article","atividades","fomento",21,0.495
"reg_sul","article","entidades","privadas",15,0.493
"reg_sul","article","tecnologia","instituicao",35,0.493
"reg_sul","article","atividades","recursos",23,0.493
"reg_sul","article","transferencia","intelectual",14,0.492
"reg_sul","article","ciencia","instituicao",23,0.491
"reg_sul","article","desenvolvimento","instituicao",33,0.491
"reg_sul","article","instituicao","apoio",19,0.49
"reg_sul","article","recursos","financiamento",19,0.488
"reg_sul","article","tecnologica","atividades",29,0.487
"reg_sul","article","financiamento","icts",17,0.487
"reg_sul","article","projeto","recursos",22,0.486
"reg_sul","article","inovacao","instituicao",35,0.485
"reg_sul","article","projeto","execucao",20,0.485
"reg_sul","article","entidades","icts",16,0.485
"reg_sul","article","empresas","servicos",24,0.485
"reg_sul","article","tecnologica","instituicao",26,0.484
"reg_sul","article","empresas","icts",21,0.484
"reg_sul","article","inovacao","recursos",34,0.483
"reg_sul","article","atividades","instituicao",23,0.482
"reg_sul","article","inovacao","privadas",28,0.481
"reg_sul","article","empresas","financiamento",22,0.479
"reg_sul","article","desenvolvimento","apoio",29,0.478
"reg_sul","article","atividades","icts",20,0.478
"reg_sul","article","tecnologia","projeto",36,0.471
"reg_sul","article","tecnologia","apoio",30,0.469
"lei_01","article","inovacao","tecnologia",75,0.888
"lei_01","article","inovacao","desenvolvimento",68,0.81
"lei_01","article","tecnologia","desenvolvimento",64,0.785
"lei_01","article","processos","produtos",23,0.754
"lei_01","article","icts","fomento",24,0.711
"lei_01","article","tecnologia","tecnologica",41,0.707
"lei_01","article","inovacao","tecnologica",41,0.686
"lei_01","article","desenvolvimento","tecnologica",39,0.677
"lei_01","article","empresas","servicos",28,0.676
"lei_01","article","tecnologia","ciencia",38,0.664
"lei_01","article","icts","apoio",22,0.663
"lei_01","article","desenvolvimento","projeto",41,0.651
"lei_01","article","servicos","produtos",22,0.643
"lei_01","article","ciencia","tecnologico",22,0.635
"lei_01","article","atividades","processos",25,0.635
"lei_01","article","atividades","apoio",24,0.63
"lei_01","article","desenvolvimento","atividades",40,0.629
"lei_01","article","empresas","processos",23,0.623
"lei_01","article","desenvolvimento","empresas",37,0.62
"lei_01","article","atividades","icts",27,0.619
"lei_01","article","atividades","empresas",29,0.618
"lei_01","article","tecnologica","ciencia",25,0.617
"lei_01","article","desenvolvimento","icts",34,0.613
"lei_01","article","inovacao","ciencia",36,0.61
"lei_01","article","fomento","apoio",18,0.61
"lei_01","article","empresas","produtos",22,0.606
"lei_01","article","tecnologia","tecnologico",30,0.605
"lei_01","article","fomento","tecnologico",18,0.6
"lei_01","article","tecnologia","projeto",38,0.599
"lei_01","article","inovacao","projeto",39,0.597
"lei_01","article","desenvolvimento","ciencia",34,0.597
"lei_01","article","projeto","meio",22,0.594
"lei_01","article","processos","estimulo",17,0.588
"lei_01","article","inovacao","tecnologico",30,0.587
"lei_01","article","atividades","projeto",29,0.586
"lei_01","article","tecnologia","acre",30,0.586
"lei_01","article","direito","transferencia",19,0.585
"lei_01","article","inovacao","empresas",36,0.582
"lei_01","article","projeto","empresas",27,0.581
"lei_01","article","desenvolvimento","estimulo",27,0.577
"lei_01","article","direito","instituicao",19,0.576
"lei_01","article","direito","fomento",18,0.572
"lei_01","article","inovacao","acre",30,0.569
"lei_01","article","atividades","fomento",22,0.568
"lei_01","article","desenvolvimento","fomento",28,0.568
"lei_01","article","desenvolvimento","tecnologico",28,0.568
"lei_01","article","atividades","instituicao",23,0.566
"lei_01","article","financiamento","projeto",28,0.566
"lei_01","article","empresas","tecnologica",24,0.565
"lei_01","article","tecnologia","atividades",36,0.562
"lei_01","article","inovacao","atividades",37,0.561
"lei_01","article","desenvolvimento","direito",29,0.561
"lei_01","article","tecnologia","direito",29,0.557
"lei_01","article","desenvolvimento","apoio",27,0.557
"lei_01","article","projeto","apoio",21,0.557
"lei_01","article","recursos","apoio",21,0.557
"lei_01","article","projeto","recursos",27,0.551
"lei_01","article","empresas","fomento",20,0.55
"lei_01","article","inovacao","fomento",28,0.548
"lei_01","article","projeto","direito",22,0.547
"lei_01","article","servicos","processos",19,0.546
"lei_01","article","tecnologia","entidades",30,0.545
"lei_01","article","tecnologico","apoio",16,0.542
"lei_01","article","desenvolvimento","instituicao",28,0.542
"lei_01","article","direito","tecnologico",17,0.54
"lei_01","article","entidades","tecnologico",18,0.54
"lei_01","article","inovacao","icts",31,0.539
"lei_01","article","desenvolvimento","processos",27,0.539
"lei_01","article","empresas","icts",22,0.538
"lei_01","article","servicos","transferencia",19,0.538
"lei_02","article","tecnologia","inovacao",30,0.924
"lei_02","article","alagoas","gabinete",19,0.872
"lei_02","article","tecnologia","desenvolvimento",24,0.807
"lei_02","article","inovacao","alagoas",22,0.79
"lei_02","article","desenvolvimento","atividades",16,0.784
"lei_02","article","inovacao","desenvolvimento",22,0.775
"lei_02","article","tecnologia","alagoas",22,0.755
"lei_02","article","tecnologica","ciencia",9,0.721
"lei_02","article","empresas","icts",8,0.713
"lei_02","article","desenvolvimento","meio",14,0.709
"lei_02","article","desenvolvimento","tecnologico",13,0.707
"lei_02","article","desenvolvimento","alagoas",18,0.706
"lei_02","article","recursos","financiamento",13,0.703
"lei_02","article","tecnologico","servicos",8,0.702
"lei_02","article","inovacao","meio",15,0.696
"lei_02","article","tecnologia","projeto",16,0.686
"lei_02","article","desenvolvimento","empresas",13,0.681
"lei_02","article","inovacao","projeto",15,0.674
"lei_02","article","tecnologia","gabinete",17,0.669
"lei_02","article","atividades","empresas",10,0.668
"lei_02","article","empresas","tecnologica",9,0.667
"lei_02","article","recursos","fundecti",10,0.662
"lei_02","article","inovacao","gabinete",16,0.659
"lei_02","article","desenvolvimento","tecnologica",12,0.653
"lei_02","article","alagoas","atividades",13,0.65
"lei_02","article","tecnologica","promover",7,0.647
"lei_02","article","tecnologia","atividades",15,0.643
"lei_02","article","alagoas","empresas",12,0.641
"lei_02","article","tecnologico","ciencia",8,0.641
"lei_02","article","transferencia","contratos",6,0.632
"lei_02","article","desenvolvimento","servicos",10,0.62
"lei_02","article","tecnologia","meio",14,0.62
"lei_02","article","alagoas","meio",12,0.62
"lei_02","article","tecnologia","tecnologica",13,0.618
"lei_02","article","tecnologia","tecnologico",13,0.618
"lei_02","article","tecnologica","fomento",7,0.614
"lei_02","article","tecnologica","transferencia",7,0.614
"lei_02","article","gabinete","empresas",10,0.613
"lei_02","article","fapeal","icts",6,0.603
"lei_02","article","meio","contratos",7,0.602
"lei_02","article","projeto","empresas",9,0.601
"lei_02","article","alagoas","projeto",12,0.6
"lei_02","article","alagoas","icts",9,0.6
"lei_02","article","desenvolvimento","instituicao",11,0.598
"lei_02","article","inovacao","tecnologica",12,0.598
"lei_02","article","inovacao","tecnologico",12,0.598
"lei_02","article","tecnologia","empresas",13,0.596
"lei_02","article","tecnologia","ciencia",12,0.594
"lei_02","article","empresas","tecnologico",8,0.593
"lei_02","article","inovacao","financiamento",14,0.593
"lei_02","article","empresas","transferencia",7,0.592
"lei_02","article","contratos","direito",5,0.589
"lei_02","article","desenvolvimento","projeto",12,0.588
"lei_02","article","desenvolvimento","icts",9,0.588
"lei_02","article","desenvolvimento","gabinete",13,0.585
"lei_02","article","inovacao","atividades",13,0.584
"lei_02","article","projeto","contratos",7,0.583
"lei_02","article","atividades","icts",7,0.583
"lei_02","article","projeto","promover",7,0.583
"lei_02","article","inovacao","recursos",14,0.577
"lei_02","article","inovacao","empresas",12,0.576
"lei_02","article","gabinete","atividades",10,0.574
"lei_02","article","gabinete","projeto",10,0.574
"lei_02","article","recursos","projeto",10,0.574
"lei_02","article","gabinete","instituicao",9,0.573
"lei_02","article","meio","fomento",7,0.572
"lei_02","article","inovacao","ciencia",11,0.57
"lei_02","article","inovacao","fomento",10,0.568
"lei_02","article","desenvolvimento","ciencia",10,0.566
"lei_02","article","tecnologia","financiamento",14,0.566
"lei_03","article","assembleia","legislativa",8,1
"lei_03","article","intelectual","propriedade",8,1
"lei_03","article","antiga","fone",7,1
"lei_03","article","antiga","manaus",7,1
"lei_03","article","fone","manaus",7,1
"lei_03","article","antiga","monteiro",7,1
"lei_03","article","fone","monteiro",7,1
"lei_03","article","manaus","monteiro",7,1
"lei_03","article","antiga","parque",7,1
"lei_03","article","fone","parque",7,1
"lei_03","article","manaus","parque",7,1
"lei_03","article","monteiro","parque",7,1
"lei_03","article","antiga","recife",7,1
"lei_03","article","fone","recife",7,1
"lei_03","article","manaus","recife",7,1
"lei_03","article","monteiro","recife",7,1
"lei_03","article","parque","recife",7,1
"lei_03","article","assembleia","antiga",7,0.935
"lei_03","article","legislativa","antiga",7,0.935
"lei_03","article","assembleia","fone",7,0.935
"lei_03","article","legislativa","fone",7,0.935
"lei_03","article","assembleia","manaus",7,0.935
"lei_03","article","legislativa","manaus",7,0.935
"lei_03","article","assembleia","monteiro",7,0.935
"lei_03","article","legislativa","monteiro",7,0.935
"lei_03","article","assembleia","parque",7,0.935
"lei_03","article","legislativa","parque",7,0.935
"lei_03","article","assembleia","recife",7,0.935
